Spistillat_1.p1	159
Spistillat_10000.p1	277
Spistillat_10002.p1	256
Spistillat_10003.p1	254
Spistillat_10006.p1	112
Spistillat_10007.p1	286
Spistillat_10008.p1	235
Spistillat_10009.p1	275
Spistillat_1001.p1	324
Spistillat_10011.p1	195
Spistillat_10012.p1	165
Spistillat_10013.p1	192
Spistillat_10014.p1	106
Spistillat_10015.p1	289
Spistillat_10017.p1	203
Spistillat_10023.p1	168
Spistillat_10024.p1	187
Spistillat_10025.p1	190
Spistillat_10026.p1	288
Spistillat_10027.p1	193
Spistillat_10028.p1	144
Spistillat_10032.p1	215
Spistillat_10033.p1	108
Spistillat_10034.p1	129
Spistillat_10035.p1	237
Spistillat_10036.p1	279
Spistillat_10037.p1	104
Spistillat_10039.p1	130
Spistillat_10040.p1	130
Spistillat_10041.p1	194
Spistillat_10043.p1	161
Spistillat_10046.p1	137
Spistillat_10048.p1	231
Spistillat_10049.p1	131
Spistillat_10052.p1	126
Spistillat_10056.p1	273
Spistillat_10057.p1	192
Spistillat_10058.p1	286
Spistillat_10059.p1	260
Spistillat_1006.p1	438
Spistillat_10060.p1	132
Spistillat_10063.p2	116
Spistillat_10064.p1	286
Spistillat_10066.p1	165
Spistillat_10067.p1	287
Spistillat_10068.p1	148
Spistillat_1007.p1	112
Spistillat_10070.p1	194
Spistillat_10072.p1	132
Spistillat_10075.p1	210
Spistillat_10077.p1	155
Spistillat_10078.p1	253
Spistillat_10081.p1	250
Spistillat_10082.p1	247
Spistillat_10083.p1	286
Spistillat_10084.p1	284
Spistillat_10085.p1	118
Spistillat_10086.p1	286
Spistillat_10087.p1	109
Spistillat_10089.p1	191
Spistillat_10090.p1	214
Spistillat_10091.p1	216
Spistillat_10093.p1	113
Spistillat_10094.p1	154
Spistillat_10096.p1	140
Spistillat_10097.p1	286
Spistillat_10098.p1	109
Spistillat_10099.p1	260
Spistillat_101.p1	311
Spistillat_1010.p1	385
Spistillat_10100.p1	200
Spistillat_10101.p1	262
Spistillat_10103.p1	191
Spistillat_10104.p2	113
Spistillat_10105.p1	269
Spistillat_10106.p1	281
Spistillat_10108.p2	127
Spistillat_10111.p1	133
Spistillat_10114.p1	285
Spistillat_10115.p1	147
Spistillat_10116.p1	273
Spistillat_10117.p1	251
Spistillat_10118.p1	223
Spistillat_10119.p1	101
Spistillat_10120.p1	157
Spistillat_10121.p1	150
Spistillat_10122.p1	114
Spistillat_10123.p1	122
Spistillat_10124.p1	236
Spistillat_10125.p1	159
Spistillat_10126.p1	212
Spistillat_1013.p1	346
Spistillat_10130.p1	201
Spistillat_10132.p1	202
Spistillat_10134.p1	285
Spistillat_10135.p1	134
Spistillat_10136.p1	158
Spistillat_10139.p1	106
Spistillat_10140.p1	159
Spistillat_10141.p1	127
Spistillat_10142.p1	285
Spistillat_10144.p1	254
Spistillat_10145.p1	109
Spistillat_10147.p1	145
Spistillat_10149.p1	146
Spistillat_1015.p1	275
Spistillat_10152.p1	134
Spistillat_10153.p1	183
Spistillat_10154.p1	141
Spistillat_10156.p1	183
Spistillat_10157.p1	108
Spistillat_10158.p1	136
Spistillat_10159.p1	188
Spistillat_1016.p1	176
Spistillat_10160.p1	236
Spistillat_10163.p1	191
Spistillat_10165.p1	279
Spistillat_10166.p1	192
Spistillat_10167.p1	223
Spistillat_10170.p1	276
Spistillat_10171.p1	282
Spistillat_10174.p1	211
Spistillat_10175.p1	193
Spistillat_10176.p1	141
Spistillat_10178.p1	103
Spistillat_10181.p1	239
Spistillat_10182.p1	282
Spistillat_10183.p1	282
Spistillat_10185.p1	242
Spistillat_10186.p1	211
Spistillat_10187.p1	118
Spistillat_10189.p1	151
Spistillat_1019.p1	351
Spistillat_10190.p1	130
Spistillat_10191.p1	282
Spistillat_10192.p1	153
Spistillat_10193.p1	170
Spistillat_10194.p1	281
Spistillat_10195.p1	170
Spistillat_10200.p1	141
Spistillat_10202.p1	152
Spistillat_10206.p1	109
Spistillat_10207.p1	249
Spistillat_10208.p1	106
Spistillat_10209.p1	207
Spistillat_1021.p1	351
Spistillat_10210.p1	210
Spistillat_10211.p1	211
Spistillat_10212.p1	157
Spistillat_10213.p1	257
Spistillat_10214.p1	171
Spistillat_10216.p1	162
Spistillat_10217.p1	197
Spistillat_10218.p1	202
Spistillat_10219.p1	259
Spistillat_1022.p1	284
Spistillat_10220.p1	280
Spistillat_10221.p1	242
Spistillat_10223.p1	269
Spistillat_10224.p1	277
Spistillat_10225.p1	155
Spistillat_10228.p1	258
Spistillat_10231.p1	272
Spistillat_10232.p1	155
Spistillat_10235.p1	281
Spistillat_10236.p2	152
Spistillat_10237.p1	222
Spistillat_1024.p1	212
Spistillat_10241.p1	212
Spistillat_10243.p1	133
Spistillat_10245.p1	247
Spistillat_10246.p1	253
Spistillat_10247.p1	174
Spistillat_10248.p1	254
Spistillat_1025.p1	307
Spistillat_10251.p1	195
Spistillat_10252.p1	138
Spistillat_10254.p1	115
Spistillat_10256.p1	200
Spistillat_10257.p1	128
Spistillat_10259.p1	231
Spistillat_10260.p1	150
Spistillat_10261.p1	174
Spistillat_10262.p1	233
Spistillat_10263.p1	165
Spistillat_10265.p1	150
Spistillat_10267.p1	205
Spistillat_10268.p1	107
Spistillat_10270.p1	179
Spistillat_10271.p1	238
Spistillat_10272.p1	157
Spistillat_10273.p1	149
Spistillat_10274.p1	121
Spistillat_10275.p1	279
Spistillat_10276.p1	168
Spistillat_10279.p1	128
Spistillat_1028.p1	154
Spistillat_10281.p1	195
Spistillat_10282.p1	203
Spistillat_10283.p1	153
Spistillat_10285.p1	170
Spistillat_10286.p1	138
Spistillat_10288.p1	113
Spistillat_10289.p2	153
Spistillat_10290.p1	231
Spistillat_10291.p1	139
Spistillat_10294.p1	157
Spistillat_10295.p1	195
Spistillat_10299.p1	150
Spistillat_103.p1	127
Spistillat_10301.p1	149
Spistillat_10302.p1	109
Spistillat_10305.p1	272
Spistillat_10306.p1	179
Spistillat_10307.p1	183
