Mcapitata_1.p2	147
Mcapitata_10.p1	163
Mcapitata_100.p1	139
Mcapitata_1000.p1	655
Mcapitata_10000.p1	162
Mcapitata_10001.p1	300
Mcapitata_10003.p1	394
Mcapitata_10004.p1	302
Mcapitata_10005.p1	557
Mcapitata_10006.p1	619
Mcapitata_10007.p1	298
Mcapitata_10008.p1	378
Mcapitata_10009.p1	210
Mcapitata_1001.p1	274
Mcapitata_10010.p1	162
Mcapitata_10011.p1	600
Mcapitata_10012.p1	129
Mcapitata_10013.p1	260
Mcapitata_10014.p1	596
Mcapitata_10016.p1	564
Mcapitata_10018.p1	643
Mcapitata_10019.p1	343
Mcapitata_1002.p1	440
Mcapitata_10020.p1	200
Mcapitata_10021.p1	330
Mcapitata_10023.p1	440
Mcapitata_10024.p1	452
Mcapitata_10025.p1	290
Mcapitata_10026.p1	566
Mcapitata_10027.p1	132
Mcapitata_10029.p1	254
Mcapitata_10031.p1	649
Mcapitata_10032.p1	276
Mcapitata_10033.p1	616
Mcapitata_10034.p1	251
Mcapitata_10035.p1	200
Mcapitata_10036.p1	169
Mcapitata_10038.p1	132
Mcapitata_10039.p1	142
Mcapitata_10040.p1	363
Mcapitata_10041.p1	273
Mcapitata_10042.p1	194
Mcapitata_10043.p1	240
Mcapitata_10044.p1	136
Mcapitata_10046.p1	117
Mcapitata_10049.p1	318
Mcapitata_1005.p1	297
Mcapitata_10050.p2	220
Mcapitata_10052.p1	227
Mcapitata_10053.p1	229
Mcapitata_10054.p1	296
Mcapitata_10056.p1	326
Mcapitata_10057.p1	145
Mcapitata_10059.p1	116
Mcapitata_1006.p1	193
Mcapitata_10060.p2	103
Mcapitata_10063.p1	227
Mcapitata_10064.p1	335
Mcapitata_10065.p1	160
Mcapitata_10067.p1	529
Mcapitata_10068.p1	193
Mcapitata_10069.p1	738
Mcapitata_10070.p1	305
Mcapitata_10071.p1	230
Mcapitata_10072.p1	309
Mcapitata_10074.p1	286
Mcapitata_10076.p1	197
Mcapitata_10078.p1	268
Mcapitata_1008.p1	366
Mcapitata_10080.p1	376
Mcapitata_10081.p2	187
Mcapitata_10082.p1	284
Mcapitata_10083.p1	476
Mcapitata_10084.p1	181
Mcapitata_10085.p1	252
Mcapitata_10086.p1	347
Mcapitata_10087.p1	483
Mcapitata_10088.p1	838
Mcapitata_1009.p1	123
Mcapitata_10090.p1	211
Mcapitata_10091.p1	246
Mcapitata_10093.p1	368
Mcapitata_10095.p1	829
Mcapitata_10096.p1	187
Mcapitata_10097.p1	187
Mcapitata_10098.p1	669
Mcapitata_10099.p1	297
Mcapitata_101.p1	140
Mcapitata_1010.p1	180
Mcapitata_10100.p1	286
Mcapitata_10101.p1	110
Mcapitata_10102.p1	720
Mcapitata_10103.p1	314
Mcapitata_10104.p1	331
Mcapitata_10105.p1	236
Mcapitata_10106.p1	225
Mcapitata_10107.p1	558
Mcapitata_10109.p1	603
Mcapitata_1011.p1	249
Mcapitata_10111.p1	139
Mcapitata_10112.p1	380
Mcapitata_10113.p1	188
Mcapitata_10115.p1	126
Mcapitata_10116.p1	126
Mcapitata_10117.p1	109
Mcapitata_10118.p1	159
Mcapitata_1012.p1	445
Mcapitata_10120.p2	111
Mcapitata_10122.p1	245
Mcapitata_10125.p1	556
Mcapitata_10126.p1	343
Mcapitata_10127.p1	451
Mcapitata_10129.p1	173
Mcapitata_1013.p1	126
Mcapitata_10130.p1	357
Mcapitata_10131.p1	144
Mcapitata_10132.p1	179
Mcapitata_10133.p1	119
Mcapitata_10134.p1	825
Mcapitata_10135.p1	373
Mcapitata_10136.p2	176
Mcapitata_10137.p1	184
Mcapitata_10139.p1	376
Mcapitata_1014.p1	386
Mcapitata_10140.p1	318
Mcapitata_10141.p1	358
Mcapitata_10142.p1	643
Mcapitata_10143.p1	292
Mcapitata_10144.p1	214
Mcapitata_10145.p1	312
Mcapitata_10147.p1	265
Mcapitata_10149.p1	443
Mcapitata_1015.p1	277
Mcapitata_10150.p1	470
Mcapitata_10151.p1	133
Mcapitata_10152.p1	1133
Mcapitata_10153.p1	417
Mcapitata_10154.p1	423
Mcapitata_10156.p1	486
Mcapitata_10157.p1	2232
Mcapitata_10158.p1	218
Mcapitata_10159.p1	1014
Mcapitata_1016.p1	188
Mcapitata_10160.p1	216
Mcapitata_10161.p1	417
Mcapitata_10164.p1	354
Mcapitata_10165.p1	115
Mcapitata_10166.p1	105
Mcapitata_10167.p1	286
Mcapitata_10168.p1	356
Mcapitata_10169.p1	209
Mcapitata_1017.p1	157
Mcapitata_10171.p1	297
Mcapitata_10172.p1	321
Mcapitata_10175.p1	331
Mcapitata_10176.p1	181
Mcapitata_10177.p1	112
Mcapitata_10178.p1	217
Mcapitata_1018.p1	326
Mcapitata_10181.p1	426
Mcapitata_10183.p1	225
Mcapitata_10186.p1	310
Mcapitata_10187.p1	236
Mcapitata_10188.p1	147
Mcapitata_10189.p1	349
Mcapitata_10190.p1	396
Mcapitata_10191.p1	493
Mcapitata_10192.p1	290
Mcapitata_10193.p2	167
Mcapitata_10195.p2	167
Mcapitata_10196.p1	166
Mcapitata_10197.p2	168
Mcapitata_10198.p1	695
Mcapitata_102.p1	107
Mcapitata_1020.p1	171
Mcapitata_10200.p1	690
Mcapitata_10202.p1	393
Mcapitata_10203.p1	100
Mcapitata_10205.p1	816
Mcapitata_10206.p1	175
Mcapitata_10207.p1	178
Mcapitata_10208.p1	489
Mcapitata_1021.p1	141
Mcapitata_10212.p1	252
Mcapitata_10213.p1	721
Mcapitata_10214.p1	862
Mcapitata_10215.p1	584
Mcapitata_10216.p1	277
Mcapitata_10217.p1	378
Mcapitata_10218.p1	373
Mcapitata_10219.p1	294
Mcapitata_1022.p1	251
Mcapitata_10220.p1	282
Mcapitata_10221.p1	347
Mcapitata_10224.p1	568
Mcapitata_10226.p1	416
Mcapitata_10227.p1	236
Mcapitata_10228.p1	253
Mcapitata_10229.p1	221
