Adigitifer_1.p1	193
Adigitifer_10.p1	6159
Adigitifer_100.p1	1129
Adigitifer_1000.p1	867
Adigitifer_10000.p1	321
Adigitifer_10001.p1	640
Adigitifer_10002.p1	816
Adigitifer_10004.p1	105
Adigitifer_10005.p1	202
Adigitifer_10007.p1	102
Adigitifer_1001.p1	711
Adigitifer_10012.p1	251
Adigitifer_10013.p1	184
Adigitifer_10015.p1	706
Adigitifer_10017.p1	160
Adigitifer_10018.p1	398
Adigitifer_10019.p1	118
Adigitifer_1002.p1	307
Adigitifer_10020.p1	448
Adigitifer_10021.p1	639
Adigitifer_10022.p1	199
Adigitifer_10024.p1	622
Adigitifer_10029.p1	235
Adigitifer_10030.p1	479
Adigitifer_10031.p1	1036
Adigitifer_10032.p1	373
Adigitifer_10034.p1	575
Adigitifer_1004.p1	192
Adigitifer_10040.p1	353
Adigitifer_10042.p1	484
Adigitifer_10044.p1	661
Adigitifer_10045.p1	168
Adigitifer_10048.p1	142
Adigitifer_10054.p1	299
Adigitifer_10055.p1	457
Adigitifer_10056.p1	375
Adigitifer_10057.p1	488
Adigitifer_10058.p1	295
Adigitifer_10059.p1	145
Adigitifer_10060.p2	160
Adigitifer_10061.p1	127
Adigitifer_10062.p1	1069
Adigitifer_10063.p1	199
Adigitifer_10065.p1	558
Adigitifer_10067.p1	505
Adigitifer_10068.p1	562
Adigitifer_10069.p1	108
Adigitifer_10071.p1	297
Adigitifer_10072.p1	176
Adigitifer_10073.p1	982
Adigitifer_10076.p1	539
Adigitifer_10078.p1	717
Adigitifer_10079.p1	963
Adigitifer_1008.p1	216
Adigitifer_10081.p1	282
Adigitifer_10082.p1	2055
Adigitifer_10086.p1	321
Adigitifer_10087.p2	135
Adigitifer_10088.p1	931
Adigitifer_1009.p1	172
Adigitifer_10090.p1	300
Adigitifer_10092.p1	784
Adigitifer_10094.p1	375
Adigitifer_10095.p1	385
Adigitifer_10098.p1	209
Adigitifer_101.p1	482
Adigitifer_1010.p1	273
Adigitifer_10104.p1	540
Adigitifer_10105.p1	213
Adigitifer_10106.p1	506
Adigitifer_10107.p1	287
Adigitifer_10109.p1	219
Adigitifer_1011.p1	130
Adigitifer_10111.p1	289
Adigitifer_10112.p1	562
Adigitifer_10114.p1	221
Adigitifer_10117.p1	351
Adigitifer_10118.p1	130
Adigitifer_10120.p1	330
Adigitifer_10121.p1	117
Adigitifer_10122.p1	646
Adigitifer_10123.p1	100
Adigitifer_10124.p1	420
Adigitifer_10125.p1	402
Adigitifer_10127.p1	1122
Adigitifer_10129.p1	329
Adigitifer_1013.p1	239
Adigitifer_10131.p1	204
Adigitifer_10132.p1	242
Adigitifer_10133.p1	163
Adigitifer_10134.p1	159
Adigitifer_10135.p1	353
Adigitifer_1014.p1	218
Adigitifer_10141.p1	285
Adigitifer_10143.p1	407
Adigitifer_10144.p1	544
Adigitifer_10148.p1	1301
Adigitifer_10150.p1	727
Adigitifer_10151.p1	182
Adigitifer_10153.p1	363
Adigitifer_10154.p1	380
Adigitifer_10156.p1	699
Adigitifer_10157.p1	141
Adigitifer_10158.p1	155
Adigitifer_1016.p1	607
Adigitifer_10160.p1	184
Adigitifer_10162.p1	122
Adigitifer_10165.p1	192
Adigitifer_10166.p2	111
Adigitifer_10167.p1	416
Adigitifer_10168.p1	205
Adigitifer_10169.p1	131
Adigitifer_10170.p1	141
Adigitifer_10171.p1	488
Adigitifer_10172.p1	564
Adigitifer_10173.p1	108
Adigitifer_10174.p1	354
Adigitifer_10175.p1	108
Adigitifer_10177.p1	368
Adigitifer_10178.p1	241
Adigitifer_10179.p1	521
Adigitifer_1018.p1	967
Adigitifer_10181.p1	387
Adigitifer_10187.p1	455
Adigitifer_10188.p1	172
Adigitifer_10189.p1	166
Adigitifer_1019.p1	440
Adigitifer_10192.p1	996
Adigitifer_10195.p1	138
Adigitifer_10197.p1	319
Adigitifer_10198.p1	512
Adigitifer_10199.p1	313
Adigitifer_102.p1	270
Adigitifer_1020.p1	225
Adigitifer_10201.p1	236
Adigitifer_10202.p1	180
Adigitifer_10203.p1	122
Adigitifer_10204.p1	786
Adigitifer_10207.p1	286
Adigitifer_10208.p1	270
Adigitifer_1021.p1	147
Adigitifer_10210.p1	483
Adigitifer_10213.p1	281
Adigitifer_10216.p1	303
Adigitifer_10217.p1	336
Adigitifer_10218.p1	240
Adigitifer_1022.p1	286
Adigitifer_10220.p1	105
Adigitifer_10221.p1	260
Adigitifer_10224.p1	388
Adigitifer_10227.p1	496
Adigitifer_1023.p1	316
Adigitifer_10232.p1	283
Adigitifer_10233.p1	861
Adigitifer_10234.p1	175
Adigitifer_1024.p1	1130
Adigitifer_10241.p1	456
Adigitifer_10242.p1	566
Adigitifer_10244.p1	1628
Adigitifer_10245.p1	431
Adigitifer_10246.p1	263
Adigitifer_10247.p1	109
Adigitifer_10248.p1	125
Adigitifer_10249.p1	206
Adigitifer_1025.p1	123
Adigitifer_10250.p1	165
Adigitifer_10251.p1	231
Adigitifer_10252.p1	286
Adigitifer_10253.p1	390
Adigitifer_10255.p1	193
Adigitifer_10256.p1	142
Adigitifer_1026.p1	309
Adigitifer_10261.p1	193
Adigitifer_10262.p1	372
Adigitifer_10264.p1	654
Adigitifer_10266.p1	117
Adigitifer_10267.p1	287
Adigitifer_10268.p1	350
Adigitifer_10269.p1	119
Adigitifer_1027.p1	1370
Adigitifer_10270.p1	162
Adigitifer_10272.p1	247
Adigitifer_10274.p1	381
Adigitifer_10276.p1	556
Adigitifer_10277.p1	141
Adigitifer_10278.p1	283
Adigitifer_10279.p1	331
Adigitifer_1028.p1	271
Adigitifer_10281.p1	333
Adigitifer_10282.p1	278
Adigitifer_10283.p1	303
Adigitifer_10285.p1	216
Adigitifer_10286.p1	411
Adigitifer_10288.p1	412
Adigitifer_1029.p1	407
Adigitifer_10290.p1	307
Adigitifer_10292.p1	153
Adigitifer_10293.p1	225
Adigitifer_10294.p1	407
Adigitifer_10295.p1	339
Adigitifer_10296.p1	1144
Adigitifer_10298.p1	341
Adigitifer_10299.p1	538
Adigitifer_1030.p1	1099
Adigitifer_10300.p1	256
Adigitifer_10302.p1	669
Adigitifer_10303.p1	370
Adigitifer_10304.p1	325
Adigitifer_10306.p1	155
Adigitifer_10307.p1	111
Adigitifer_1031.p1	528
Adigitifer_10310.p1	187
Adigitifer_10311.p1	221
Adigitifer_10312.p1	143
Adigitifer_10314.p1	284
Adigitifer_10316.p1	108
Adigitifer_10317.p1	1094
Adigitifer_10318.p1	190
Adigitifer_10319.p1	787
Adigitifer_10320.p1	753
Adigitifer_10321.p1	256
Adigitifer_10323.p1	488
Adigitifer_10324.p1	117
Adigitifer_10325.p1	367
Adigitifer_10326.p1	733
Adigitifer_10327.p1	510
Adigitifer_10328.p1	308
Adigitifer_1033.p1	706
Adigitifer_10330.p1	128
Adigitifer_10331.p1	147
Adigitifer_10335.p1	357
Adigitifer_10336.p1	461
Adigitifer_10338.p1	723
Adigitifer_1034.p1	114
Adigitifer_10340.p1	604
Adigitifer_10341.p1	190
Adigitifer_10347.p1	200
Adigitifer_10348.p1	907
Adigitifer_10349.p1	214
Adigitifer_1035.p1	974
Adigitifer_10350.p1	816
Adigitifer_10351.p1	119
Adigitifer_10353.p1	230
Adigitifer_10354.p1	479
Adigitifer_10355.p1	152
Adigitifer_10356.p1	148
Adigitifer_10360.p1	238
Adigitifer_10362.p1	222
Adigitifer_10363.p1	433
Adigitifer_10365.p1	608
Adigitifer_10368.p1	265
Adigitifer_1037.p1	474
Adigitifer_10371.p1	281
Adigitifer_10376.p1	664
Adigitifer_10377.p1	270
Adigitifer_10379.p1	905
Adigitifer_1038.p1	1132
Adigitifer_10380.p1	359
Adigitifer_10384.p1	287
Adigitifer_10385.p1	526
Adigitifer_10387.p1	174
Adigitifer_10388.p1	212
Adigitifer_10389.p1	171
Adigitifer_1039.p1	3616
Adigitifer_10390.p1	853
Adigitifer_10391.p1	517
Adigitifer_10392.p1	281
Adigitifer_10393.p1	227
Adigitifer_10394.p1	1186
Adigitifer_10395.p1	230
Adigitifer_10396.p1	194
Adigitifer_10397.p1	167
Adigitifer_10399.p1	364
Adigitifer_104.p1	727
Adigitifer_1040.p1	335
Adigitifer_10400.p1	453
Adigitifer_10401.p1	327
Adigitifer_10403.p1	429
Adigitifer_10404.p1	254
Adigitifer_10407.p1	107
Adigitifer_1041.p1	380
Adigitifer_10412.p1	302
Adigitifer_10413.p1	197
Adigitifer_10414.p1	122
Adigitifer_10416.p1	247
Adigitifer_10417.p1	332
Adigitifer_1042.p1	554
Adigitifer_10421.p1	252
Adigitifer_10425.p1	118
Adigitifer_10426.p1	199
Adigitifer_10428.p1	107
Adigitifer_10429.p1	176
Adigitifer_1043.p1	1396
Adigitifer_10431.p1	492
Adigitifer_10437.p1	412
Adigitifer_1044.p1	529
Adigitifer_10440.p1	153
Adigitifer_10441.p1	554
Adigitifer_10442.p1	286
Adigitifer_10443.p1	466
Adigitifer_10445.p1	847
Adigitifer_10446.p1	421
Adigitifer_10448.p1	172
Adigitifer_10449.p1	174
Adigitifer_10450.p1	945
Adigitifer_10451.p1	350
Adigitifer_10452.p1	375
Adigitifer_10453.p1	741
Adigitifer_10454.p1	218
Adigitifer_10456.p1	232
Adigitifer_10457.p1	412
Adigitifer_10458.p1	106
Adigitifer_10459.p1	109
Adigitifer_10460.p1	305
